Date,Open,High,Low,Close,Adj Close,Volume
2022-12-29,219.5300,236.4800,218.6700,234.6300,234.6300,1030000
2022-12-30,229.8500,235.0000,226.1200,230.1400,230.1400,710180
2023-01-03,232.1700,235.0000,221.6500,225.2200,225.2200,764590
2023-01-04,230.1000,241.6325,228.7100,240.0600,240.0600,853420
2023-01-05,235.7100,237.3900,222.4100,232.5900,232.5900,985260
2023-01-06,237.1200,248.1900,231.4300,245.7900,245.7900,1020000
2023-01-09,247.9600,254.9400,244.5300,249.4300,249.4300,1100000
2023-01-10,246.4600,253.4650,245.2000,252.6800,252.6800,547500
2023-01-11,255.3100,257.5200,251.3000,254.9900,254.9900,745710
2023-01-12,259.1900,261.2600,250.4800,253.8200,253.8200,843450
2023-01-13,248.0600,255.6500,243.1700,252.7300,252.7300,1100000
2023-01-17,254.0800,261.4500,249.1850,259.9900,259.9900,898380
2023-01-18,258.9600,265.2850,251.5500,251.9800,251.9800,997410
2023-01-19,246.0500,254.9000,242.5250,250.0400,250.0400,1530000
2023-01-20,286.6600,305.6750,274.3050,291.4400,291.4400,3090000
2023-01-23,294.7300,305.4900,290.1100,298.6900,298.6900,1800000
2023-01-24,294.6400,298.9550,288.2800,288.3500,288.3500,1010000
2023-01-25,282.9000,295.3300,278.8500,294.7600,294.7600,833790
2023-01-26,300.0000,301.9900,291.7800,295.6200,295.6200,657770
2023-01-27,293.6300,305.1199,292.4800,302.4400,302.4400,664910
2023-01-30,295.9200,302.3300,290.4900,293.9600,293.9600,634980
2023-01-31,293.9600,302.5700,290.4800,302.4400,302.4400,724640
2023-02-01,300.6900,318.5400,298.8000,313.3800,313.3800,1160000
2023-02-02,322.9700,348.0600,321.6500,333.5000,333.5000,2130000
2023-02-03,320.7700,335.0800,315.7300,323.2100,323.2100,903750
2023-02-06,316.4000,320.9700,313.5289,316.1300,316.1300,607810
2023-02-07,312.8900,324.4600,309.3500,323.3500,323.3500,568590
2023-02-08,322.8500,325.9100,319.0400,320.4000,320.4000,500260
2023-02-09,324.9300,326.1500,313.5500,315.8900,315.8900,745810
2023-02-10,310.5800,316.4800,308.0900,310.0300,310.0300,604990
2023-02-13,308.7000,311.7000,304.4612,311.5600,311.5600,558680
2023-02-14,309.8000,317.5000,303.0900,310.7700,310.7700,641930
2023-02-15,308.9600,318.2600,307.2700,316.7500,316.7500,475750
2023-02-16,308.3700,310.6000,301.8200,301.9300,301.9300,449970
2023-02-17,298.4300,299.9600,286.0500,292.7900,292.7900,1340000
2023-02-21,287.2500,290.2700,280.0801,285.7100,285.7100,585120
2023-02-22,285.4700,291.2100,280.8000,287.5500,287.5500,854810
2023-02-23,290.5900,291.3000,282.0500,289.0100,289.0100,619170
2023-02-24,281.0000,284.5162,278.3800,282.9200,282.9200,649160
2023-02-27,287.5900,289.5300,283.9600,285.9300,285.9300,583890
2023-02-28,288.5000,293.6600,286.0900,288.1100,288.1100,573220
2023-03-01,284.6400,286.9700,280.0900,283.0300,283.0300,393180
2023-03-02,276.3900,278.3300,269.4250,277.1700,277.1700,745240
2023-03-03,280.3400,285.5000,277.8600,284.4100,284.4100,355090
2023-03-06,284.8300,286.5200,280.6400,283.0400,283.0400,542440
2023-03-07,280.3900,283.0800,267.0700,267.3900,267.3900,830520
2023-03-08,266.8600,271.0100,264.0000,267.8300,267.8300,835190
2023-03-09,176.5500,177.7499,100.0000,106.0400,106.0400,38750000
